source,source_query,source_rank,openalex_id,doi,title,abstract,publication_year,publication_date,document_type,journal,publisher,authors,cited_by_count,landing_page_url,pdf_url,is_oa,metadata_sources,query_hits,best_source_rank,screen_status,screen_score,abstract_available,frontier_2024_2026,review_title_flag,perovskite_hits,pv_hits,stability_hits,curve_evidence_hits,nonmonotonic_recovery_hits,nonmonotonic_recovery_flag
Crossref,cr_pce_hours,15,,10.1002/solr.202300045,Lead‐Free Tin‐Based Perovskite Solar Cells with over 1600 Hours Stability in N 2 Achieved by Multifunctional Additive,"Lead‐free tin‐based perovskite solar cells have received great attention due to their promising photovoltaic performance and ecofriendly properties. However, the fast crystallization process and easy oxidation of Sn 2+ limit the device performance. Herein, a multifunctional zinc ethylphenyl dithiocarbamate (Ze) additive is introduced to tune the crystallization process of tin‐based perovskite and suppress the oxidation of Sn 2+ . Meantime, the interaction between Ze and Sn 2+ can effectively passivate defects and reduce nonradiative recombination. As a result, the Ze‐modified solar cells show an efficiency of 4.64% along with excellent long‐term stability.",2023,2023-05,journal-article,Solar RRL,Wiley,Xianglin Chen; Ya Li; Jiupeng Cao; Haoyu Chen; Bingxu Liu; Jiankai Xie; Yuting Shu; Fangfang Wang; Aifei Wang; Jingjin Dong; Tianshi Qin,6,https://doi.org/10.1002/solr.202300045,,,Crossref,cr_pce_hours,15,A_curve_likely_original,14,True,False,False,\bperovskit,solar cell;photovoltaic,stabilit,\bhours?\b|\bhrs?\b,,False
Crossref,cr_operational_stability,173,,10.3390/en16093621,Improving Thermal Stability of Perovskite Solar Cells by Thermoplastic Additive Engineering,"The commercialization of perovskite solar cells is hindered by the poor thermal stability of organic–inorganic hybrid perovskite materials. Herein, we demonstrate that crystalline thermoplastic polymer additives, such as a mixture of polyethylene oxide (PEO, 100,000 MW) and polyethylene glycol (PEG, 12,000 MW), can improve the thermal stability of CH3NH3PbI3 (MAPbI3) perovskites and thereby enhance device stability. High-quality less-defect perovskite films were obtained by establishing a strong reaction between hydroxy groups in the PEO + PEG mixture and the uncoordinated Pb2+ in MAPbI3 perovskites, leading to a high power conversion efficiency of over 18% despite the presence of insulating thermoplastic polymers in the MAPbI3 film. More importantly, as compared with pristine MAPbI3 perovskite solar cells, the PEO + PEG-modified counterparts showed significantly improved stability under thermal treatment at 85 °C in ambient air with a relative humidity of 50–60%, remaining at nearly 71% of their initial efficiency values after 120 h. These demonstrations offer a feasible thermoplastic polymer additive engineering strategy to improve the thermal stability of perovskite solar cells.",2023,2023-04-22,journal-article,Energies,MDPI AG,Zaheen Uddin; Junhui Ran; Elias Stathatos; Bin Yang,6,https://doi.org/10.3390/en16093621,,,Crossref,cr_nonmonotonic;cr_operational_stability;cr_pce_hours,146,A_curve_likely_original,14,True,False,False,\bperovskit,solar cell;power conversion efficien,stabilit,"\b\d[\d,\.]*\s*h\b",,False
Crossref,cr_operational_stability,14,,10.1002/solr.202300163,Improve Perovskite Solar Cell Stability and Efficiency via Multifunctional Multiple‐Ring Aromatic Dopant Passivation,"Organic–inorganic perovskite solar cells, as a representative of the new generation of solar cells, have made satisfactory advancements in development over the past few years. However, the low carrier transport characteristics and energy loss brought on by defects severely restrict its development. This study develops a new liquid crystal material 1‐naphthalene acetic acid potassium salt (C 12 H 9 KO 2 , K‐NAA) as a dopant into the MA 0.6 FA 0.4 PbI 3− x Cl x material. The presence of free K + ions in K‐NAA modifies the perovskite lattice gap, and the CO structure can efficiently passivate the Pb 2+ defect caused by the absence of coordination. Therefore, the grain boundaries, which serve as points of moisture penetration become blurred, hence suppressing charge trapping/recombination centers and enhancing the film quality and stability. The naphthalene in K‐NAA has a conjugated multiple‐ring aromatic structure. The abundant π ‐electron delocalization present in the conjugated structure of the benzene ring may provide an electron‐rich environment outside the connected crystal structure, resulting in field‐effect passivation and effectively enhancing carrier transport performance. Hence, the devices deliver a champion power conversion efficiency (PCE) of 19.86%. After 700 h under the dark at 25 °C and 30% humidity, the optimized unencapsulated device PCE maintains at 92% of its initial efficiency.",2023,2023-07,journal-article,Solar RRL,Wiley,Mudan Ren; Chunyang Chen; Yizhe Tang; Husheng Yang; Hao Wang; Jin Huang; Dan Zhang,5,https://doi.org/10.1002/solr.202300163,,,Crossref,cr_nonmonotonic;cr_operational_stability;cr_pce_hours;cr_reversible,8,A_curve_likely_original,14,True,False,False,\bperovskit,solar cell;power conversion efficien;\bpce\b,stabilit,"\b\d[\d,\.]*\s*h\b",,False
Crossref,cr_light_soaking,45,,10.1016/j.jechem.2026.01.046,π-π Conjugation-mediated modulation of the PC61BM/BCP interface enables mitigation of the light soaking effect in inverted perovskite solar cells,,2026,2026-05,journal-article,Journal of Energy Chemistry,Elsevier BV,Wei Zhang; Jie Dou; Yuchen Li; Feihu Liu; Yuhan Mei; Qiyao Guo; Jialong Duan; Qi Chen; Yuanyuan Zhao; Yingli Wang; Xinyu Zhang; Qunwei Tang,2,https://doi.org/10.1016/j.jechem.2026.01.046,,,Crossref,cr_light_soaking,45,C_perovskite_PV_peripheral,13,False,True,False,\bperovskit,solar cell,,light soaking,light[- ]soak|light soaking,True
Crossref,cr_light_soaking,10,,10.1002/solr.70443,Nanoscale Insights Into Hydration‐ and Light‐Induced Surface Degradation and Annealing Recovery in Solution‐Processed Perovskite Thin Films,"Using the same‐location atomic force microscopy (AFM), we investigated how hydration, thermal annealing, and optical irradiation affect the nanoscale surface evolution of solution‐processed formamidinium–methylammonium lead iodide (FA 0.6 MA 0.4 PbI 3 ) thin films. Upon exposure to high relative humidity (∼85% RH) at room temperature, the polycrystalline films exhibited two distinct nanoscale degradation pathways: the formation of depressions along grain boundaries and the development of pits at pre‐existing defect sites within grain interiors. To explain these observations, we propose a defect‐initiated hydration degradation mechanism, supported by direct nanoscale morphological evidence for surface‐initiated degradation at both grain‐boundary and grain‐interior sites. Thermal annealing partially recovers these hydration‐induced surface degradations, reducing the depth of pits and depressions, narrowing the grain boundary features, and sharpening the step edges, indicating partial morphological recovery. Furthermore, UV‐A light and 405 nm laser irradiation induce real‐time surface roughening and step‐edge broadening, accompanied by apparent surface depletion. We discuss these observations within the framework of established degradation mechanisms. Our same‐location AFM tracking provides nanoscale, time‐resolved insights into the degradation behavior of the FA 0.6 MA 0.4 PbI 3 thin films that can guide the design of more durable perovskite devices for real‐world environments.",2026,2026-08-17,journal-article,Solar RRL,Wiley,Shayan Ahmad; Wanxin Zhang; Haitao Dai; Zhixiang Sun,0,https://doi.org/10.1002/solr.70443,,,Crossref,cr_light_soaking;cr_reversible,2,D_exclude_not_core_perovskite_PV,13,True,True,False,\bperovskit,,degrad;durab,tracking,recover|reversib|regenerat|self[- ]heal,True
Crossref,cr_reversible,55,,10.1007/s43939-026-00884-0,A reduced-order physics-informed framework for time-dependent ion-assisted moisture degradation in perovskite solar cells,,2026,2026-08-12,journal-article,Discover Materials,Springer Science and Business Media LLC,Deepak Verma,0,https://doi.org/10.1007/s43939-026-00884-0,,,Crossref,cr_reversible,55,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,degrad,time[- ]dependent|temporal evolution|over time,,False
Crossref,cr_operational_stability,63,,10.1016/j.apenergy.2026.128576,Turning current mismatch into advantage: suppressing hysteresis and improving operational stability in two-terminal perovskite/silicon tandem solar cells,,2026,2026-12,journal-article,Applied Energy,Elsevier BV,Kunlin Chen; Anh Dinh Bui; Keqing Huang; Yihui Hou; Zhongshu Yang; Viqar Ahmad; Heping Shen; Klaus J. Weber; Daniel Walter,0,https://doi.org/10.1016/j.apenergy.2026.128576,,,Crossref,cr_operational_stability,63,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,stabilit;operational,operational stabilit,,False
Crossref,cr_operational_stability,111,,10.1016/j.decarb.2026.100190,Hydrogen-bond network-reinforced self-assembled monolayer enables high efficiency and operational stability in pure-iodide wide-bandgap perovskite solar cells,,2026,2026-12,journal-article,DeCarbon,Elsevier BV,Chuanyue Hu; Xiaodong Ren; Shifeng Ge; Chengyu Liu; Dengke Wang; Chong Wang; Dehan Li; Minyong Du; Pengjun Zhao; Zhimin Fang; Shangfeng Yang; Wenhua Zhang,0,https://doi.org/10.1016/j.decarb.2026.100190,,,Crossref,cr_operational_stability,111,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,stabilit;operational,operational stabilit,,False
Crossref,cr_light_soaking,152,,10.1002/pip.70112,Understanding Light‐Soaking Effects in Silicon Solar Cells by Considering Charge Carrier‐Enhanced Atomic Hydrogen Release,"ABSTRACT This study investigates the dynamics of hydrogen in p‐type silicon semiconductors, with a particular focus on the influence of excess minority carriers on hydrogen reactions. Our findings reveal that the presence of these carriers significantly increases atomic hydrogen concentration due to enhanced acceptor‐hydrogen dissociation. We propose a unified model that effectively describes the behavior of hydrogen species under both thermal equilibrium and non‐equilibrium conditions in both B‐ and Ga‐doped Si. This model provides a coherent explanation for phenomena associated with Light‐ and Elevated Temperature‐Induced Degradation (LeTID) during dark annealing and light soaking processes. We believe that any light soaking process in the photovoltaic industry causes hydrogen‐related effects, even if unintentional. This understanding is pivotal for optimizing light soaking processes, ultimately improving defect and surface passivation and enhancing the efficiency of silicon solar cells.",2026,2026-04-30,journal-article,Progress in Photovoltaics: Research and Applications,Wiley,Wolfram Kwapil; Jonas Schön; Benjamin Hammann; Fabian T. Thome; Stefan W. Glunz,0,https://doi.org/10.1002/pip.70112,,,Crossref,cr_light_soaking,152,D_exclude_not_core_perovskite_PV,13,True,True,False,,solar cell;photovoltaic,degrad,light soaking,light[- ]soak|light soaking,True
OpenAlex,oa_operational_stability,84,https://openalex.org/W4414099371,10.1038/s41560-025-01864-z,Non-volatile solid-state 4-(N-carbazolyl)pyridine additive for perovskite solar cells with improved thermal and operational stability,,2025,2025-09-10,article,Nature Energy,Nature Portfolio,Kihoon Kim; Sangjin Yang; Chanhyeok Kim; Jeewon Park; Seok–Hwan Jeong; Youngmin Kim; Jinsoo Park; Zhe Sun; Minseok Kang; Bong Joo Kang; Juhong Oh; Jae Sung Yun; Seung‐Jae Shin; Changduk Yang; Hanul Min,19,https://doi.org/10.1038/s41560-025-01864-z,,False,OpenAlex,oa_operational_stability,84,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,stabilit;operational,operational stabilit,,False
OpenAlex,oa_operational_stability,96,https://openalex.org/W4412459791,10.1016/j.renene.2025.124007,Simulation-driven materials engineering of CsBX3 perovskite solar cells for enhanced operational stability,,2025,2025-07-16,article,Renewable Energy,Elsevier BV,Km Pragya Mishra; Brijesh K. Pandey,15,https://doi.org/10.1016/j.renene.2025.124007,,False,Crossref;OpenAlex,cr_nonmonotonic;cr_operational_stability;oa_operational_stability,4,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,stabilit;operational,operational stabilit,,False
Crossref,cr_mppt,134,,10.3390/en18123036,Global Maximum Power Point Tracking of Photovoltaic Systems Using Artificial Intelligence,"Recently, artificial intelligence (AI) has become a promising solution to the optimization of the energy harvesting and performance of photovoltaic (PV) systems. Traditional maximum power point tracking (MPPT) algorithms have several drawbacks on tracking the global maximum power point (GMPP) under partial shading conditions (PSCs). To track the GMPP, AI enabled methods stand out over other traditional solutions in terms of faster tracking dynamics, lesser oscillation, higher efficiency. However, such AI-based MPPT methods differ significantly in various applications, and thus, a full picture of AI-based MPPT methods is of interest to further optimize the PV energy harvesting. In this paper, various AI-based global maximum power point tracking (GMPPT) techniques are then implemented and critically compared by highlighting the advantages and disadvantages of each technique under dynamic weather conditions. The comparison demonstrates that the hybrid AI techniques are more reliable, which offer higher efficiency and better dynamics to handle PSCs. According to the benchmarking, a modified particle swarm optimization (PSO) GMPPT algorithm is proposed, and the experimental results validate its ability to achieve GMPPT with faster dynamics and higher efficiency. This paper is intended to motivate engineers and researchers by offering valuable insights for the selection and implementation of GMPPT techniques and to explore the AI techniques to enhance the efficiency and reliability of PV systems by providing fresh perspectives on optimal AI-based GMPPT techniques.",2025,2025-06-08,journal-article,Energies,MDPI AG,Rukhsar; Aidha Muhammad Ajmal; Yongheng Yang,14,https://doi.org/10.3390/en18123036,,,Crossref,cr_mppt,134,C_perovskite_PV_peripheral,13,True,True,False,\bpsc(?:s)?\b,photovoltaic,,maximum power point|\bmpp(?:t)?\b;tracking,,False
Crossref,cr_operational_stability,20,,10.1021/acsaem.5c01652,Enhancing Long-Term Operational Stability of Pseudohalide-Based Wide-Bandgap Perovskite Solar Cells,,2025,2025-08-11,journal-article,ACS Applied Energy Materials,American Chemical Society (ACS),Farhan Yousuf; Chen-Fu Lin; Ming-Hsien Li; Peter Chen,6,https://doi.org/10.1021/acsaem.5c01652,,,Crossref,cr_operational_stability,20,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,stabilit;operational,operational stabilit,,False
Crossref,cr_light_soaking,5,,10.1021/acsaem.5c00152,Influence of Light Soaking on FA-Rich Mixed Halide Double and Triple Cation Perovskite Absorber Layers and Efficient Inverted p–i–n Perovskite Solar Cells,,2025,2025-04-14,journal-article,ACS Applied Energy Materials,American Chemical Society (ACS),Tanwistha Chakrabarti; Ajay Perumal,1,https://doi.org/10.1021/acsaem.5c00152,,,Crossref,cr_light_soaking,5,C_perovskite_PV_peripheral,13,False,True,False,\bperovskit,solar cell,,light soaking,light[- ]soak|light soaking,True
Crossref,cr_mppt,164,,10.3390/pr13123976,IWMA-VINC-Based Maximum Power Point Tracking Strategy for Photovoltaic Systems,"This paper proposes a hybrid photovoltaic (PV) Maximum Power Point Tracking (MPPT) strategy to tackle local optima, slow dynamic response, and steady-state oscillations under partial shading conditions (PSC). The method combines an Improved Whale Migration Algorithm (IWMA) with a variable-step Incremental Conductance (VINC) technique. IWMA employs a Tent–Logistic–Cosine chaotic initialization, dynamic weight coefficients, random feedback, and a distance-sensitive term to enhance population diversity, strengthen global exploration, and reduce the risk of convergence to local maxima. The VINC stage adaptively adjusts the step size based on incremental conductance, providing fine local refinement around the global maximum power point (GMPP) and suppressing steady-state power ripple. Extensive MATLAB/Simulink simulations with multiple random trials show that the proposed IWMA-VINC strategy consistently outperforms the Whale Migration Algorithm (WMA), A Simplified Particle Swarm Optimization Algorithm Combining Natural Selection and Conductivity Incremental Approach (NSNPSO-INC), and the Grey Wolf Optimizer and Whale Optimization Algorithm (GWO-WOA) under both static and dynamic PSC, achieving the highest tracking accuracies (99.74% static, 99.44% dynamic), higher average output power, shorter convergence times, and the smallest variance across trials. These results demonstrate that IWMA-VINC offers a robust and high-performance MPPT solution for PV systems operating in complex illumination environments.",2025,2025-12-09,journal-article,Processes,MDPI AG,Yichen Xiong; Peichen Han; Wenchao Qin; Junhao Li,1,https://doi.org/10.3390/pr13123976,,,Crossref,cr_mppt,164,C_perovskite_PV_peripheral,13,True,True,False,\bpsc(?:s)?\b,photovoltaic,,maximum power point|\bmpp(?:t)?\b;tracking,,False
Crossref,cr_pce_hours,4,,10.24214/jcbps.c.16.1.12128,Molecular Multitasker: A Single Interface Modifier Boosts Efficiency to 25.2% and Stability to 1000 Hours in Inverted Perovskite Solar Cells,,2025,2025-12-31,journal-article,"Journal of Chemical, Biological and physical sciences",SAE Publications,,0,https://doi.org/10.24214/jcbps.c.16.1.12128,,,Crossref,cr_pce_hours,4,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,stabilit,\bhours?\b|\bhrs?\b,,False
Crossref,cr_light_soaking,4,,10.1016/j.solener.2025.114009,Effects of bias voltage application and light soaking on the performance of flexible perovskite photovoltaic modules,,2025,2025-12,journal-article,Solar Energy,Elsevier BV,Yoshihiro Hishikawa; Koki Azuma; Kuujyo Tamura; Tomohiko Hara; Abdurashid Mavlonov; Navapat Krobkrong; Yu Kawano; Takayuki Negami; Takashi Minemoto,0,https://doi.org/10.1016/j.solener.2025.114009,,,Crossref,cr_light_soaking,4,C_perovskite_PV_peripheral,13,False,True,False,\bperovskit,photovoltaic,,light soaking,light[- ]soak|light soaking,True
OpenAlex,oa_operational_stability,116,https://openalex.org/W4401521131,10.1038/s41467-024-51361-2,Synchronized crystallization in tin-lead perovskite solar cells,"Tin-lead halide perovskites with a bandgap near 1.2 electron-volt hold great promise for thin-film photovoltaics. However, the film quality of solution-processed Sn-Pb perovskites is compromised by the asynchronous crystallization behavior between Sn and Pb components, where the crystallization of Sn-based perovskites tends to occur faster than that of Pb. Here we show that the rapid crystallization of Sn is rooted in its stereochemically active lone pair, which impedes coordination between the metal ion and Lewis base ligands in the perovskite precursor. From this perspective, we introduce a noncovalent binding agent targeting the open metal site of coordinatively unsaturated Sn(II) solvates, thereby synchronizing crystallization kinetics and homogenizing Sn-Pb alloying. The resultant single-junction Sn-Pb perovskite solar cells achieve a certified power conversion efficiency of 24.13 per cent. The encapsulated device retains 90 per cent of the initial efficiency after 795 h of maximum power point operation under simulated one-sun illumination.",2024,2024-08-12,article,Nature Communications,Nature Portfolio,Yao Zhang; Chunyan Li; Haiyan Zhao; Zhongxun Yu; Xiaoan Tang; Jixiang Zhang; Zhenhua Chen; Jianrong Zeng; Peng Zhang; Liyuan Han; Han Chen,133,https://doi.org/10.1038/s41467-024-51361-2,https://doi.org/10.1038/s41467-024-51361-2,True,OpenAlex,oa_mppt;oa_operational_stability,68,C_perovskite_PV_peripheral,13,True,True,False,\bperovskit,solar cell;photovoltaic;power conversion efficien,,"maximum power point|\bmpp(?:t)?\b;\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_mppt,143,https://openalex.org/W4401614095,10.1038/s41467-024-51345-2,A binary 2D perovskite passivation for efficient and stable perovskite/silicon tandem solar cells,"To achieve high power conversion efficiency in perovskite/silicon tandem solar cells, it is necessary to develop a promising wide-bandgap perovskite absorber and processing techniques in relevance. To date, the performance of devices based on wide-bandgap perovskite is still limited mainly by carrier recombination at their electron extraction interface. Here, we demonstrate assembling a binary two-dimensional perovskite by both alternating-cation-interlayer phase and Ruddlesden−Popper phase to passivate perovskite/C60 interface. The binary two-dimensional strategy takes effects not only at the interface but also in the bulk, which enables efficient charge transport in a wide-bandgap perovskite solar cell with a stabilized efficiency of 20.79% (1 cm2). Based on this absorber, a monolithic perovskite/silicon tandem solar cell is fabricated with a steady-state efficiency of 30.65% assessed by a third party. Moreover, the tandem devices retain 96% of their initial efficiency after 527 h of operation under full spectral continuous illumination, and 98% after 1000 h of damp-heat testing (85 °C with 85% relative humidity). The performance of wide bandgap perovskite solar cells is limited by the carrier recombination at their electron extraction interface. Here, the authors assemble binary 2D perovskites for efficient charge transport and realizing stable perovskite/silicon tandems with device efficiency over 30%.",2024,2024-08-15,article,Nature Communications,Nature Portfolio,Fengtao Pei; Yihua Chen; Qianqian Wang; Liang Li; Yue Ma; Huifen Liu; Ye Duan; Tinglu Song; Haipeng Xie; Guilin Liu; Ning Yang; Ying Zhang; Wentao Zhou; Jiaqian Kang; Xiuxiu Niu; Kailin Li; Feng Wang; Mengqi Xiao; Guizhou Yuan; Yuetong Wu; Cheng Zhu; Xueyun Wang; Huanping Zhou; Yiliang Wu; Qi Chen,82,https://doi.org/10.1038/s41467-024-51345-2,https://www.nature.com/articles/s41467-024-51345-2.pdf,True,OpenAlex,oa_mppt,143,C_perovskite_PV_peripheral,13,True,True,False,\bperovskit,solar cell;power conversion efficien;device efficien,,"continuous (?:illumination|operation);\b\d[\d,\.]*\s*h\b",,False
OpenAlex,oa_operational_stability,44,https://openalex.org/W4405638939,10.1016/j.solener.2024.113190,Impact of structural advancements interface engineering operational stability and commercial viability of perovskite/silicon tandem solar cells,,2024,2024-12-20,article,Solar Energy,Elsevier BV,Muhammad Adnan; Zobia Irshad; Jongchul Lim,26,https://doi.org/10.1016/j.solener.2024.113190,,False,Crossref;OpenAlex,cr_nonmonotonic;cr_operational_stability;cr_pce_hours;oa_operational_stability,2,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,stabilit;operational,operational stabilit,,False
Crossref,cr_light_soaking,15,,10.1016/j.jechem.2024.06.019,"Non-destructive buffer enabling near-infrared-transparent inverted inorganic perovskite solar cells toward 1400 h light-soaking stable perovskite/Cu(In,Ga)Se2 tandem solar cells",,2024,2024-10,journal-article,Journal of Energy Chemistry,Elsevier BV,Yu Zhang; Zhaoheng Tang; Zhongyang Zhang; Jiahong Tang; Minghua Li; Siyuan Zhu; Wenyan Tan; Xi Jin; Tongsheng Chen; Jinsong Hu; Chao Zhou; Chunlei Yang; Qijie Liang; Xugang Guo; Weimin Li; Weiqiang Chen; Yan Jiang,18,https://doi.org/10.1016/j.jechem.2024.06.019,,,Crossref,cr_light_soaking,15,C_perovskite_PV_peripheral,13,False,True,False,\bperovskit,solar cell,,"\b\d[\d,\.]*\s*h\b",light[- ]soak|light soaking,True
Crossref,cr_light_soaking,18,,10.1021/acsami.3c16908,Regulating Surface Defects to Achieve More Positive Light Soaking Effect in Perovskite Solar Cells,,2024,2024-03-20,journal-article,ACS Applied Materials & Interfaces,American Chemical Society (ACS),Guijun Zhang; Qianwen Wei; Guangsheng Liu; Qi Li; Junlin Lu; Mehri Ghasemi; Juan Wang; Yu Yang; Baohua Jia; Xiaoming Wen,16,https://doi.org/10.1021/acsami.3c16908,,,Crossref,cr_light_soaking,18,C_perovskite_PV_peripheral,13,False,True,False,\bperovskit,solar cell,,light soaking,light[- ]soak|light soaking,True
OpenAlex,oa_operational_stability,167,https://openalex.org/W4396795949,10.1016/j.cej.2024.152118,Narrow bandgap Sn-Pb perovskite solar cells with high operational stability modulated by imidazoline derivative,,2024,2024-05-10,article,Chemical Engineering Journal,Elsevier BV,Feilin Zou; Chenghao Duan; Zhuojia Lin; Zheng Zhang; Shuang Xu; Chang Chen; Jianwei Chen; Jiong Li; Shibing Zou; Liming Ding; Hongze Luo; Keyou Yan,14,https://doi.org/10.1016/j.cej.2024.152118,,False,Crossref;OpenAlex,cr_operational_stability;oa_operational_stability,79,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,stabilit;operational,operational stabilit,,False
OpenAlex,oa_operational_stability,159,https://openalex.org/W4403080857,10.1007/s11426-024-2234-x,Buried interface bridging for inverted cesium-formamidinium triiodide perovskite solar cells with long operational stability,,2024,2024-09-29,article,Science China Chemistry,Springer Science+Business Media,Chenhui Zhang; Chunjun Liang; Fulin Sun; Ting Zhu; Xinghai Huang; Yuzhu Guo; Xinyu Guo; Kunyang Ge; Dan Li; Fangtian You; Zhiqun He,9,https://doi.org/10.1007/s11426-024-2234-x,,False,Crossref;OpenAlex,cr_operational_stability;oa_operational_stability,110,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,stabilit;operational,operational stabilit,,False
OpenAlex,oa_operational_stability,121,https://openalex.org/W4396767512,10.1016/j.jechem.2024.04.037,Improving the operational stability of perovskite solar cells with cesium-doped graphene oxide interlayer,,2024,2024-05-09,article,Journal of Energy Chemistry,Elsevier BV,Masaud Almalki; Katerina Anagnostou; Konstantinos Rogdakis; Felix T. Eickemeyer; Mostafa Othman; Minas Μ. Stylianakis; Dimitris Tsikritzis; Anwar Q. Alanazi; Nikolaos Tzoganakis; Lukas Pfeifer; Rita Therisod; Xiaoliang Mo; Christian M. Wolff; Aïcha Hessler‐Wyser; Shaik M. Zakeeruddin; Hong Zhang; Emmanuel Kymakis; Michaël Grätzel,9,https://doi.org/10.1016/j.jechem.2024.04.037,https://infoscience.epfl.ch/handle/20.500.14299/209063,True,OpenAlex,oa_operational_stability,121,A_curve_likely_original,13,False,True,False,\bperovskit,solar cell,stabilit;operational,operational stabilit,,False
Crossref,cr_mppt,1,,10.59277/rrst-ee.2024.1.3,MAXIMUM POWER POINT TRACKING IN A PEROVSKITE SOLAR PUMPING SYSTEM WITH A SIX-PHASE INDUCTION MOTOR,"In this work, the maximum power point (MPP) of a photovoltaic (PV) array utilized as a source of electricity in standalone mode is tracked using a genetic algorithm (GA) as an optimization tool. The major objective of this work is to implement and regulate a six-phase induction motor (SPIM) powered by a centrifugal pump and fed by a perovskite solar array through a three-phase inverter. Perovskite solar cells are the most promising third-generation photovoltaic technology to replace silicon-based photovoltaic. These cells are made cheaply, at a low temperature, and efficiently. The outcomes are then investigated utilizing a SPIM scaler (v/f) closed-loop control. PID controllers are tuned to keep the motor speed aligned with the reference value. The transformer's six-phase secondary is linked to an LC filter to reduce the voltage and current waveform ripple. A test setup was created and installed to investigate the potential of controlling the SPIM fed via a three-to-six-phase transformer. The findings showed that the area needed for the plates when utilizing perovskite solar cells is just 14 % of what it would be if a silicon-based solar array were used for the identical purpose. Perovskite solar cells' tiny surface area helps to prevent partial shading and lower costs. It was discovered that the suggested method works well for powering SPIM from a three-phase source.",2024,2024-04-04,journal-article,REVUE ROUMAINE DES SCIENCES TECHNIQUES — SÉRIE ÉLECTROTECHNIQUE ET ÉNERGÉTIQUE,Editura Academiei Române,MOHAMED I. ABDELWANIS; ALAA A. ZAKY,3,https://doi.org/10.59277/rrst-ee.2024.1.3,,,Crossref,cr_mppt,1,C_perovskite_PV_peripheral,13,True,True,False,\bperovskit,solar cell;photovoltaic,,maximum power point|\bmpp(?:t)?\b;tracking,,False
Crossref,cr_mppt,43,,10.47238/ijeca.v9i1.243,Application of Grey Wolf Optimization Algorithm for Maximum Power Point Tracking of Solar Panels,"One of the applications of evolutionary algorithms is increasing the efficiency of photovoltaic (PV) systems. The main problem with using standard algorithms like the Incremental Conductance (IC) controller for maximum power point tracking (MPPT) under partial shading conditions (PSC) is that they do not provide reliable tracking of the global peak of the volt-watt characteristic, leading to increased losses and reduced power plant performance. Furthermore, there is currently no methodology for selecting the optimal sampling time of soft computing algorithm-based maximum power trackers for PV systems. The aim of this paper is to apply the Grey Wolf technique with optimally selected sampling time, which will result in fast and reliable tracking of the global maximum point of the PV panels. The results show that the selected optimal sampling time for the digital MPP controllers can increase the performance and efficiency of MPPT controllers. A DC-DC boost converter is used to match the PV panels with the resistive load. Several simulations were performed using MATLAB/Simulink to examine the performance of the proposed system. The results demonstrate that the proposed Grey Wolf algorithm can quickly capture the GMPP within 0.2 seconds under different shading conditions of the PV panels.",2024,2024-08-27,journal-article,International Journal of Energetica,The Scientific Club of Al Manahil Association,Fethi Khelaifa; Kheireddine Lamamra; Djaafar Toumi,1,https://doi.org/10.47238/ijeca.v9i1.243,,,Crossref,cr_mppt,43,C_perovskite_PV_peripheral,13,True,True,False,\bpsc(?:s)?\b,photovoltaic,,maximum power point|\bmpp(?:t)?\b;tracking,,False
